TAID,Pubchem CID,IUPAC Name,SMILES,Canonical SMILES,InChIKey,mouse_intraperitoneal_LD50,mammal (species unspecified)_intraperitoneal_LD50,guinea pig_intraperitoneal_LD50,rat_intraperitoneal_LD50,rabbit_intraperitoneal_LD50,mouse_intraperitoneal_LDLo,rat_intraperitoneal_LDLo,mouse_intravenous_LD50,guinea pig_intravenous_LD50,rat_intravenous_LD50,rabbit_intravenous_LD50,dog_intravenous_LD50,cat_intravenous_LD50,mouse_intravenous_LDLo,guinea pig_intravenous_LDLo,rat_intravenous_LDLo,rabbit_intravenous_LDLo,dog_intravenous_LDLo,cat_intravenous_LDLo,mouse_oral_LD50,mammal (species unspecified)_oral_LD50,guinea pig_oral_LD50,rat_oral_LD50,rabbit_oral_LD50,dog_oral_LD50,cat_oral_LD50,bird-wild_oral_LD50,quail_oral_LD50,duck_oral_LD50,chicken_oral_LD50,mouse_oral_LDLo,rat_oral_LDLo,rabbit_oral_LDLo,dog_oral_LDLo,cat_oral_LDLo,man_oral_TDLo,women_oral_TDLo,human_oral_TDLo,mouse_unreported_LD50,mammal (species unspecified)_unreported_LD50,rat_unreported_LD50,mouse_skin_LD50,guinea pig_skin_LD50,rat_skin_LD50,rabbit_skin_LD50,rabbit_skin_LDLo,mouse_subcutaneous_LD50,mammal (species unspecified)_subcutaneous_LD50,guinea pig_subcutaneous_LD50,rat_subcutaneous_LD50,rabbit_subcutaneous_LD50,mouse_subcutaneous_LDLo,guinea pig_subcutaneous_LDLo,rat_subcutaneous_LDLo,rabbit_subcutaneous_LDLo,frog_subcutaneous_LDLo,mouse_intramuscular_LD50,rat_intramuscular_LD50,mouse_parenteral_LD50
TOX-72470,5351130,"3-[3-(3,5-dihydroxy-4-methoxy-6-methyloxan-2-yl)oxy-4,5-dihydroxy-6-methyloxan-2-yl]oxy-8-hydroxy-15-methyl-11,18-dioxapentacyclo[10.6.2.02,7.09,19.016,20]icosa-1(19),2(7),3,5,8,12(20),13,15-octaene-10,17-dione",COC1C(O)C(C)OC(OC2C(Oc3cccc4c(O)c5c(=O)oc6ccc(C)c7c(=O)oc(c34)c5c67)OC(C)C(O)C2O)C1O,COC1C(O)C(C)OC(OC2C(Oc3cccc4c(O)c5c(=O)oc6ccc(C)c7c(=O)oc(c34)c5c67)OC(C)C(O)C2O)C1O,PONPPNYZKHNPKZ-UHFFFAOYSA-N,424.2680426,,,,,,,250.0023415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0046835,,,,,,,,,,,,
TOX-72471,3227,"4,10,16-trimethyl-3,6,9,12,15,18-hexa(propan-2-yl)-1,7,13-trioxa-4,10,16-triazacyclooctadecane-2,5,8,11,14,17-hexone",CC(C)C1OC(=O)C(C(C)C)N(C)C(=O)C(C(C)C)OC(=O)C(C(C)C)N(C)C(=O)C(C(C)C)OC(=O)C(C(C)C)N(C)C1=O,CC(C)C1OC(=O)C(C(C)C)N(C)C(=O)C(C(C)C)OC(=O)C(C(C)C)N(C)C(=O)C(C(C)C)OC(=O)C(C(C)C)N(C)C1=O,MIZMDSVSLSIMSC-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,349.9830421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-72472,74329634,"(10-acetyloxy-9,19-dihydroxy-5-methyl-12-methylidene-7-azaheptacyclo[9.6.2.01,8.05,17.07,16.09,14.014,18]nonadecan-3-yl) acetate",C=C1CC23CC4C5C6(C)CC(OC(C)=O)CC57C2C(O)C1C(OC(C)=O)C3(O)C7N4C6,C=C1CC23CC4C5C6(C)CC(OC(C)=O)CC57C2C(O)C1C(OC(C)=O)C3(O)C7N4C6,OGNUSOJAYIHLNS-UHFFFAOYSA-N,420.9872579,,,,,,,133.9959442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-72473,121447,6-diazo-2-[[6-diazo-5-oxo-2-(prop-2-enylamino)hexanoyl]amino]-5-oxohexanoic acid,C=CCNC(CCC(=O)[CH-][N+]#N)C(=O)NC(CCC(=O)[CH-][N+]#N)C(=O)O,C=CCNC(CCC(=O)[CH-][N+]#N)C(=O)NC(CCC(=O)[CH-][N+]#N)C(=O)O,LYUGICBKRYXVHJ-UHFFFAOYSA-N,,,,149.9991767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.9991767,,,,,,,,,,,,,,,,,,
TOX-72474,1972,"33-(4-amino-3,5-dihydroxy-6-methyloxan-2-yl)oxy-1,3,5,6,9,11,17,37-octahydroxy-15,16,18-trimethyl-13-oxo-14,39-dioxabicyclo[33.3.1]nonatriaconta-19,21,23,25,27,29,31-heptaene-36-carboxylic acid",CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,APKFDSVGJQXUKY-UHFFFAOYSA-N,27.74027016,,,5000.048699,,,,1.200011689,,1.600015582,,6.000058438,,,,,5.000048699,,,,,,5000.048699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.048699,5000.048699,
TOX-72475,12550,"[3-[(3-formamido-2-hydroxybenzoyl)amino]-8-hexyl-2,6-dimethyl-4,9-dioxo-1,5-dioxonan-7-yl] 3-methylbutanoate",CCCCCCC1C(=O)OC(C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1OC(=O)CC(C)C,CCCCCCC1C(=O)OC(C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1OC(=O)CC(C)C,UIFFUZWRFRDZJC-UHFFFAOYSA-N,,,,0.809951278,,,,0.896439245,,,,,,,,,,,,54.9966918,,1.799891729,,9.999398497,4.999699256,,4.999699256,38.99765414,2.899825565,159.9903761,,,,,,,,,,,,,,,,,,,,24.99849626,,,,,,,999.9398497,,
TOX-72476,24846867,"4-[(4-hydroxyphenyl)-(4-sulfanylphenyl)methylidene]cyclohexa-2,5-dien-1-one",O=C1C=CC(=C(c2ccc(O)cc2)c2ccc(S)cc2)C=C1,O=C1C=CC(=C(c2ccc(O)cc2)c2ccc(S)cc2)C=C1,CDKRLVLHRIEWSW-UHFFFAOYSA-N,,,,,,,,15.0006854,,,,,,,,,,7.800356414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00091388,,,,,,,,,,,,
TOX-72477,5062352,"2-[6-[5-(4,5-dihydroxy-4,6-dimethyloxan-2-yl)oxy-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-16-ethyl-4-hydroxy-15-[(5-hydroxy-3,4-dimethoxy-6-methyloxan-2-yl)oxymethyl]-5,9,13-trimethyl-2,10-dioxo-1-oxacyclohexadeca-11,13-dien-7-yl]acetaldehyde",CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC(C)=CC1COC1OC(C)C(O)C(OC)C1OC,CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC(C)=CC1COC1OC(C)C(O)C(OC)C1OC,WBPYTXDJUQJLPQ-UHFFFAOYSA-N,593.9922192,,,599.9921401,,,,482.4872031,3.999947601,599.9921401,,,,,,,,,,9999.86901,,,4999.934501,,799.9895208,,,,,2121.972206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-72478,200245,"2-amino-1-N,9-N-bis[3,10-di(butan-2-yl)-7,11,14-trimethyl-2,5,9,12,15-pentaoxo-8-oxa-1,4,11,14-tetrazabicyclo[14.3.0]nonadecan-6-yl]-4,6-dimethyl-3-oxophenoxazine-1,9-dicarboxamide",CCC(C)C1NC(=O)C(NC(=O)c2c3nc4c(C(=O)NC5C(=O)NC(C(C)CC)C(=O)N6CCCC6C(=O)N(C)CC(=O)N(C)C(C(C)CC)C(=O)OC5C)ccc(C)c4oc-3c(C)c(=O)c2N)C(C)OC(=O)C(C(C)CC)N(C)C(=O)CN(C)C(=O)C2CCCN2C1=O,CCC(C)C1NC(=O)C(NC(=O)c2c3nc4c(C(=O)NC5C(=O)NC(C(C)CC)C(=O)N6CCCC6C(=O)N(C)CC(=O)N(C)C(C(C)CC)C(=O)OC5C)ccc(C)c4oc-3c(C)c(=O)c2N)C(C)OC(=O)C(C(C)CC)N(C)C(=O)CN(C)C(=O)C2CCCN2C1=O,ICMBEGIECJGHSL-UHFFFAOYSA-N,0.999964927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-72479,200246,"2-amino-1-N,9-N-bis(12-butan-2-yl-4,7,10,16-tetramethyl-2,5,8,11,14-pentaoxo-3-propan-2-yl-1-oxa-4,7,10,13-tetrazacyclohexadec-15-yl)-4,6-dimethyl-3-oxophenoxazine-1,9-dicarboxamide",CCC(C)C1NC(=O)C(NC(=O)c2c3nc4c(C(=O)NC5C(=O)NC(C(C)CC)C(=O)N(C)CC(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC5C)ccc(C)c4oc-3c(C)c(=O)c2N)C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)CN(C)C1=O,CCC(C)C1NC(=O)C(NC(=O)c2c3nc4c(C(=O)NC5C(=O)NC(C(C)CC)C(=O)N(C)CC(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC5C)ccc(C)c4oc-3c(C)c(=O)c2N)C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)CN(C)C1=O,BKOZKMRTNVHEBM-UHFFFAOYSA-N,4.999935032,,,,,,,1.999974016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-72480,121451,"2-[9-[5-(4,5-dihydroxy-4,6-dimethyloxan-2-yl)oxy-4-(dimethylamino)-6-methyloxan-2-yl]oxy-3-ethyl-7-hydroxy-2-[(5-hydroxy-3,4-dimethoxy-6-methyloxan-2-yl)oxymethyl]-8,12,16-trimethyl-5,13-dioxo-4,17-dioxabicyclo[14.1.0]heptadec-14-en-10-yl]acetaldehyde",CCC1OC(=O)CC(O)C(C)C(OC2CC(N(C)C)C(OC3CC(C)(O)C(O)C(C)O3)C(C)O2)C(CC=O)CC(C)C(=O)C=CC2(C)OC2C1COC1OC(C)C(O)C(OC)C1OC,CCC1OC(=O)CC(O)C(C)C(OC2CC(N(C)C)C(OC3CC(C)(O)C(O)C(C)O3)C(C)O2)C(CC=O)CC(C)C(=O)C=CC2(C)OC2C1COC1OC(C)C(O)C(OC)C1OC,KZXDKUWSAVUSKI-UHFFFAOYSA-N,,,,,,279.9963321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.9934501,,,,,,,,,,,,
TOX-72481,217684,"22-(4-amino-3,5-dihydroxy-6-methyloxan-2-yl)oxy-38-[7-(4-aminophenyl)-5-hydroxy-4-methyl-7-oxoheptan-2-yl]-10,12,14,18,20-pentahydroxy-37-methyl-2,4,8,16-tetraoxo-1-oxacyclooctatriaconta-23,25,27,29,31,33,35-heptaene-19-carboxylic acid",CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC(O)C(C(=O)O)C(O)CC(=O)CC(O)CC(O)CC(O)CC(=O)CCCC(=O)CC(=O)OC1C(C)CC(C)C(O)CC(=O)c1ccc(N)cc1,CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC(O)C(C(=O)O)C(O)CC(=O)CC(O)CC(O)CC(O)CC(=O)CCCC(=O)CC(=O)OC1C(C)CC(C)C(O)CC(=O)c1ccc(N)cc1,OPGSFDUODIJJGF-UHFFFAOYSA-N,9.684891596,,,,,,,,,,,,,,,,,,,999.9846764,,,2899.955556,,,,,,,,,,,,,,,,,,,,,,,,159.997548,,,,,,,,,,,,
TOX-72482,2693,"14-(hydroxymethyl)-3-[3-[[4-(hydroxymethyl)-5,7-dimethyl-6,8-dioxo-2,3-dithia-5,7-diazabicyclo[2.2.2]octan-1-yl]methyl]indol-1-yl]-18-methyl-15,16-dithia-10,12,18-triazapentacyclo[12.2.2.01,12.03,11.04,9]octadeca-4,6,8-triene-13,17-dione",CN1C(=O)C2(Cc3cn(C45CC67SSC(CO)(C(=O)N6C4Nc4ccccc45)N(C)C7=O)c4ccccc34)SSC1(CO)C(=O)N2C,CN1C(=O)C2(Cc3cn(C45CC67SSC(CO)(C(=O)N6C4Nc4ccccc45)N(C)C7=O)c4ccccc34)SSC1(CO)C(=O)N2C,ZRZWBWPDBOVIGQ-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,,,,75.00158256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-72483,14964,"2,3,4-trihydroxy-6-(hydroxymethyl)benzaldehyde",O=Cc1c(CO)cc(O)c(O)c1O,O=Cc1c(CO)cc(O)c(O)c1O,MGMUFSXXHCQPGA-UHFFFAOYSA-N,,,,,,,,50.00081453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-72484,4526,"methyl 23-(dimethylamino)-4,8,12,22,24-pentahydroxy-1,12-dimethyl-6,17-dioxo-10-(3,4,5-trimethoxy-4,6-dimethyloxan-2-yl)oxy-20,25-dioxahexacyclo[19.3.1.02,19.05,18.07,16.09,14]pentacosa-2,4,7(16),8,14,18-hexaene-13-carboxylate",COC(=O)C1c2cc3c(c(O)c2C(OC2OC(C)C(OC)C(C)(OC)C2OC)CC1(C)O)C(=O)c1c(O)cc2c(c1C3=O)OC1OC2(C)C(O)C(N(C)C)C1O,COC(=O)C1c2cc3c(c(O)c2C(OC2OC(C)C(OC)C(C)(OC)C2OC)CC1(C)O)C(=O)c1c(O)cc2c(c1C3=O)OC1OC2(C)C(O)C(N(C)C)C1O,KGTDRFCXGRULNK-UHFFFAOYSA-N,13.74979055,,,0.499992384,,,,,,,,,,8.499870528,,4.599929933,,0.249996192,,299.9954304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-72485,202290,"N-[4-amino-1-[[3-hydroxy-1-[[3-hydroxy-1-oxo-1-[[6,9,18-tris(2-aminoethyl)-3,12-bis(1-hydroxyethyl)-15-(2-methylpropyl)-2,5,8,11,14,17,20-heptaoxo-1,4,7,10,13,16,19-heptazacyclotricos-21-yl]amino]propan-2-yl]amino]-1-oxobutan-2-yl]amino]-1-oxobutan-2-yl]-6-methyloctanamide",CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CO)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(C(C)O)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O,CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CO)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(C(C)O)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O,ZVVRUVGEGUZQHF-UHFFFAOYSA-N,25.98112534,,,,,,,6.000083885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.83419394,,,,,,,,,,,,
TOX-72486,4488325,"22-ethyl-7,11,14,15-tetrahydroxy-6'-(2-hydroxypropyl)-5',6,8,10,12,14,16,29-octamethylspiro[2,26-dioxabicyclo[23.3.1]nonacosa-4,18,20-triene-27,2'-oxane]-3,9,13-trione",CCC1C=CC=CCC(C)C(O)C(C)(O)C(=O)C(C)C(O)C(C)C(=O)C(C)C(O)C(C)C=CC(=O)OC2CC3(CCC(C)C(CC(C)O)O3)OC(CC1)C2C,CCC1C=CC=CCC(C)C(O)C(C)(O)C(=O)C(C)C(O)C(C)C(=O)C(C)C(O)C(C)C=CC(=O)OC2CC3(CCC(C)C(CC(C)O)O3)OC(CC1)C2C,LVWVMRBMGDJZLM-UHFFFAOYSA-N,17.99886493,,,,,,,,,,,,,,,,,,,799.9495525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-72487,434096,"6,7-dihydroxy-8-(hydroxymethyl)-4,18-dimethyl-14-nonyl-16-prop-1-en-2-yl-9,13,15,19-tetraoxahexacyclo[12.4.1.01,11.02,6.08,10.012,16]nonadec-3-en-5-one",C=C(C)C12CC(C)C34OC(CCCCCCCCC)(OC1C3C1OC1(CO)C(O)C1(O)C(=O)C(C)=CC14)O2,C=C(C)C12CC(C)C34OC(CCCCCCCCC)(OC1C3C1OC1(CO)C(O)C1(O)C(=O)C(C)=CC14)O2,JAQJQYMDHBSCKO-UHFFFAOYSA-N,50.00244051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-72488,14967,"N-[1-hydroxy-3-(methylsulfanylmethylsulfinyl)propan-2-yl]-3-(6-methyl-2,4-dioxo-1H-pyrimidin-5-yl)prop-2-enamide",CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,XKLZIVIOZDNKEQ-UHFFFAOYSA-N,2.399701197,,,,,,,3.999501999,,,,0.999875501,,,,,,,,21.99726097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-72489,78185124,"3-[20-(2-amino-2-oxoethyl)-9-(3-aminopropyl)-3,22,25-tribenzyl-15-[(4-hydroxyphenyl)methyl]-6-(2-methylpropyl)-2,5,8,11,14,18,21,24,27-nonaoxo-12-propan-2-yl-1,4,7,10,13,16,19,23,26-nonazabicyclo[26.3.0]hentriacontan-17-yl]propanoic acid",CC(C)CC1NC(=O)C(CCCN)NC(=O)C(C(C)C)NC(=O)C(Cc2ccc(O)cc2)NC(CCC(=O)O)C(=O)NC(CC(N)=O)C(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC1=O,CC(C)CC1NC(=O)C(CCCN)NC(=O)C(C(C)C)NC(=O)C(Cc2ccc(O)cc2)NC(CCC(=O)O)C(=O)NC(CC(N)=O)C(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC1=O,NLJVXZFCYKWXLH-UHFFFAOYSA-N,99.99519733,,,,,,,,,,,,,1.199942368,,,,,,2999.855915,,,,,,,,,,,,,,,,,,,,,,,,,,,1499.92796,,,,,,,,,,,,
TOX-72490,5256796,"(4,9a-dihydroxy-6,9-dimethyl-3-methylidene-2,7-dioxo-3a,4,5,9b-tetrahydroazuleno[4,5-b]furan-5-yl) 2-methylbut-2-enoate",C=C1C(=O)OC2C1C(O)C(OC(=O)C(C)=CC)C(C)=C1C(=O)C=C(C)C12O,C=C1C(=O)OC2C1C(O)C(OC(=O)C(C)=CC)C(C)=C1C(=O)C=C(C)C12O,SLZLXIXUYNEOBA-UHFFFAOYSA-N,,,,,,0.750022036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.00220355,,,,,,,,,,,,
TOX-72491,3083709,"4-amino-N-[1-[[4-amino-1-oxo-1-[[6,9,18-tris(2-aminoethyl)-15-benzyl-3-(2-hydroxyethyl)-12-(2-methylpropyl)-2,5,8,11,14,17,20-heptaoxo-1,4,7,10,13,16,19-heptazacyclotricos-21-yl]amino]butan-2-yl]amino]-4-hydroxy-1-oxobutan-2-yl]-2-formamidobutanamide",CC(C)CC1NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC(=O)C(NC(=O)C(CCN)NC(=O)C(CCO)NC(=O)C(CCN)NC=O)CCNC(=O)C(CCO)NC(=O)C(CCN)NC(=O)C(CCN)NC1=O,CC(C)CC1NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC(=O)C(NC(=O)C(CCN)NC(=O)C(CCO)NC(=O)C(CCN)NC=O)CCNC(=O)C(CCO)NC(=O)C(CCN)NC(=O)C(CCN)NC1=O,SHDUXUNZVQNIOP-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,8.000124621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.00090356,,,,,,,,,,
TOX-72492,121453,"33-(4-amino-3,5-dihydroxy-6-methyloxan-2-yl)oxy-1,3,5,6,9,11,17,37-octahydroxy-15,16,18-trimethyl-13-oxo-14,39-dioxabicyclo[33.3.1]nonatriaconta-19,21,25,27,29,31-hexaene-36-carboxylic acid",CC1C=CC=CCCC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,CC1C=CC=CCCC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,QGGFZZLFKABGNL-UHFFFAOYSA-N,449.9965987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-72493,65281,"4-[[2-[[2-(1-amino-2-methylbutyl)-4,5-dihydro-1,3-thiazole-4-carbonyl]amino]-4-methylpentanoyl]amino]-5-[[1-[[3-(2-amino-2-oxoethyl)-18-(3-aminopropyl)-12-benzyl-15-butan-2-yl-6-(carboxymethyl)-9-(1H-imidazol-5-ylmethyl)-2,5,8,11,14,17,20-heptaoxo-1,4,7,10,13,16,19-heptazacyclopentacos-21-yl]amino]-3-methyl-1-oxopentan-2-yl]amino]-5-oxopentanoic acid",CCC(C)C(N)C1=NC(C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NC2CCCCNC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(Cc3cnc[nH]3)NC(=O)C(Cc3ccccc3)NC(=O)C(C(C)CC)NC(=O)C(CCCN)NC2=O)C(C)CC)CS1,CCC(C)C(N)C1=NC(C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NC2CCCCNC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(Cc3cnc[nH]3)NC(=O)C(Cc3ccccc3)NC(=O)C(C(C)CC)NC(=O)C(CCCN)NC2=O)C(C)CC)CS1,CLKOFPXJLQSYAH-UHFFFAOYSA-N,299.9957827,,,189.9973289,,,,359.9949392,,,,,,,,,,,,3749.947284,,1999.971885,,,,,,315.9955579,,,,,,,,,,,,,,,,,,,1299.981726,,,,,,,,,,,,
TOX-72494,78169584,"(2,6,6-trimethyl-8-tricyclo[5.3.1.01,5]undec-8-enyl)methyl acetate",CC(=O)OCC1=CCC23CC1C(C)(C)C2CCC3C,CC(=O)OCC1=CCC23CC1C(C)(C)C2CCC3C,AICQDCHSUWFHCC-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,,,,5000.133383,,,,,,,,,,,,,,,,,,,,,,5000.133383,,,,,,,,,,,,,,
TOX-72495,327378,"5,8a-dimethyl-3-methylidene-5,6,7,8,9,9a-hexahydro-3aH-benzo[f][1]benzofuran-2-one",C=C1C(=O)OC2CC3(C)CCCC(C)C3=CC12,C=C1C(=O)OC2CC3(C)CCCC(C)C3=CC12,PXOYOCNNSUAQNS-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699.990961,,,,,,,,,,,,
TOX-72496,62495,"(1-methylpiperidin-3-yl) 2-hydroxy-2,2-diphenylacetate",CN1CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,CN1CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,ZBEILXWHVSVDBN-UHFFFAOYSA-N,96.7976203,,,149.9963122,,,,39.99901665,16.99958207,21.99945913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-72497,14993,4-tritylmorpholine,c1ccc(C(c2ccccc2)(c2ccccc2)N2CCOCC2)cc1,c1ccc(C(c2ccccc2)(c2ccccc2)N2CCOCC2)cc1,ZJMLMBICUVVJDX-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,4808.372314,,,82.98916651,,,,,,999.8694769,999.8694769,,,,,,,,,,,,,,999.8694769,,,,,,,,,,,,,,,
TOX-72498,14994,"2-tert-butyl-4,6-dinitrophenol",CC(C)(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,CC(C)(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,IIPZYDQGBIWLBU-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,19.4995941,,,25.99945882,28.29941091,,,,,,,,,,,,,,,,,,,149.9968778,,,,,,,,,,,,,,,,
TOX-72499,14997,S-(2-acetamidoethyl) ethanethioate,CC(=O)NCCSC(C)=O,CC(=O)NCCSC(C)=O,UZLRPNHVKXCOHS-UHFFFAOYSA-N,599.977671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-72500,74015,4-[2-bromoethyl(3-bromopropyl)amino]benzenesulfonamide,NS(=O)(=O)c1ccc(N(CCBr)CCCBr)cc1,NS(=O)(=O)c1ccc(N(CCBr)CCCBr)cc1,HFKONGLDMIHZRA-UHFFFAOYSA-N,55.99916033,,,35.99946015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-72501,121454,"5-ethyl-5-(3-hydroxy-3-methylbutyl)-1,3-diazinane-2,4,6-trione",CCC1(CCC(C)(C)O)C(=O)NC(=O)NC1=O,CCC1(CCC(C)(C)O)C(=O)NC(=O)NC1=O,PUVZPWLDMBLALZ-UHFFFAOYSA-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.9884432,,,,,,,,,,,,
TOX-72502,14999,"2-(diethylamino)propyl 2-methoxy-2,2-diphenylacetate",CCN(CC)C(C)COC(=O)C(OC)(c1ccccc1)c1ccccc1,CCN(CC)C(C)COC(=O)C(OC)(c1ccccc1)c1ccccc1,MWFYXFXFPUPHJW-UHFFFAOYSA-N,,,,,,,,39.00241365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-72503,15001,"1-(diethylamino)propan-2-yl 2-methoxy-2,2-diphenylacetate",CCN(CC)CC(C)OC(=O)C(OC)(c1ccccc1)c1ccccc1,CCN(CC)CC(C)OC(=O)C(OC)(c1ccccc1)c1ccccc1,AUNDNXRDAVZKOG-UHFFFAOYSA-N,,,,,,,,44.00272305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
